zone,construc,manufac,TCU,wholesl,retail,FIRE,service,private,govt,emp,pop,hshld,univ,acres,otherEmp,district,PARKTOT,PARKLNG,PROPFREE,PARKRATE,areatype,county,CBDFlag,N11,N21,N22,N23,N313233,N42,N4445,N4849,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N92
   5346.00,         0,         0,         0,         0,     41.00,         0,     53.00,     94.00,         0,     94.00,   2294.00,    837.00,         0,    695.00,         0,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,         0,         0,         0,     37.00,         0,         0,         0,         0,         0,         0,      2.00,         0,     34.00,         0,      4.00,     17.00,         0
   5347.00,      1.00,         0,         0,         0,      4.00,         0,      1.00,      6.00,         0,      6.00,    932.00,    366.00,         0,    699.00,      1.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.00,         0,         0,         0,      4.00,         0,         0
   5348.00,     40.00,         0,      6.00,         0,         0,         0,     17.00,     63.00,         0,     63.00,    940.00,    360.00,         0,   1201.00,     46.00,      1.00,         0,         0,         0,         0,      6.00,     17.00,         0,      3.00,         0,         0,     40.00,         0,         0,         0,      6.00,         0,         0,         0,      2.00,      1.00,      1.00,         0,     10.00,         0,         0,         0,         0
   5349.00,     21.00,         0,    381.00,         0,    113.00,         0,     77.00,    592.00,         0,    592.00,    195.00,     80.00,         0,    166.00,    402.00,      1.00,         0,         0,         0,         0,      4.00,     17.00,         0,         0,         0,    381.00,     21.00,         0,         0,     33.00,         0,         0,         0,         0,      2.00,      1.00,     66.00,         0,      5.00,         0,     80.00,      3.00,         0
   5350.00,         0,         0,         0,         0,    232.00,         0,     11.00,    243.00,         0,    243.00,    166.00,     53.00,         0,    105.00,         0,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,         0,         0,         0,    199.00,         0,         0,         0,         0,      2.00,      1.00,      8.00,         0,         0,         0,     33.00,         0,         0
   5351.00,     32.00,         0,     58.00,         0,         0,         0,      9.00,     99.00,         0,     99.00,    643.00,    256.00,         0,    661.00,     90.00,      1.00,         0,         0,         0,         0,      6.00,     17.00,         0,         0,         0,     58.00,     32.00,         0,         0,         0,         0,         0,         0,         0,      5.00,         0,      2.00,         0,      2.00,         0,         0,         0,         0
   5352.00,         0,         0,     58.00,         0,         0,         0,     11.00,     69.00,         0,     69.00,     82.00,     40.00,         0,    120.00,     58.00,      1.00,         0,         0,         0,         0,      4.00,     17.00,         0,         0,         0,     58.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      2.00,         0,         0,      9.00,         0
   5353.00,     21.00,      1.00,     58.00,         0,     98.00,         0,    197.00,    375.00,         0,    375.00,   2528.00,    900.00,         0,   3415.00,     80.00,      1.00,         0,         0,         0,         0,      6.00,     17.00,         0,         0,         0,     58.00,     21.00,      1.00,         0,      3.00,         0,         0,         0,         0,         0,     34.00,     11.00,    126.00,      2.00,     24.00,     95.00,         0,         0
   5354.00,      5.00,         0,      3.00,         0,     13.00,         0,      1.00,     22.00,         0,     22.00,   1376.00,    496.00,         0,   1510.00,      8.00,      1.00,         0,         0,         0,         0,      6.00,     17.00,         0,         0,         0,         0,      5.00,         0,         0,     12.00,      3.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.00,      1.00,         0
   5355.00,      2.00,         0,         0,         0,      1.00,         0,      1.00,      4.00,         0,      4.00,   1095.00,    410.00,         0,   1238.00,      2.00,      1.00,         0,         0,         0,         0,      6.00,     17.00,         0,         0,         0,         0,      2.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.00,      1.00,         0
   5356.00,         0,         0,         0,         0,      4.00,      7.00,      3.00,     14.00,         0,     14.00,   1355.00,    490.00,         0,   3511.00,      7.00,      1.00,         0,         0,         0,         0,      7.00,     17.00,         0,         0,         0,         0,         0,         0,         0,      3.00,         0,         0,         0,      7.00,      2.00,         0,         0,         0,         0,         0,      1.00,      1.00,         0
   5357.00,         0,         0,     58.00,      1.00,         0,         0,      2.00,     61.00,         0,     61.00,    980.00,    373.00,         0,   1861.00,     59.00,      1.00,         0,         0,         0,         0,      6.00,     17.00,         0,         0,         0,     58.00,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,      2.00,         0,         0,         0,         0
   5358.00,         0,      4.00,         0,         0,         0,         0,     11.00,     15.00,         0,     15.00,      4.00,      2.00,         0,     69.00,      4.00,      1.00,         0,         0,         0,         0,      7.00,     17.00,         0,         0,         0,         0,         0,      4.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     11.00,         0,         0,         0,         0
   5359.00,         0,         0,         0,         0,         0,         0,     11.00,     11.00,         0,     11.00,     68.00,     25.00,         0,    168.00,         0,      1.00,         0,         0,         0,         0,      7.00,     17.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     11.00,         0,         0,         0,         0
